-124.73,48.92,1,0
-124.64,48.92,1,0
-124.54,48.92,1,0
-124.44,48.92,1,0
-124.35,48.92,1,0
-124.25,48.92,1,0
-124.15,48.92,1,0
-124.06,48.92,1,0
-123.96,48.92,1,0
-123.87,48.92,1,0
-123.77,48.92,1,0
-123.67,48.92,1,0
-123.58,48.92,1,0
-123.48,48.92,1,0
-123.38,48.92,1,0
-123.29,48.92,1,0
-123.19,48.92,1,0
-123.09,48.92,1,0
-123.0,48.92,1,0
-122.9,48.92,1,0
-122.8,48.92,1,0
-122.71,48.92,1,0
-122.61,48.92,1,0
-122.51,48.92,1,0
-122.42,48.92,1,0
-122.32,48.92,1,0
-122.22,48.92,1,0
-122.13,48.92,1,0
-122.03,48.92,1,0
-121.94,48.92,1,0
-121.84,48.92,1,0
-121.74,48.92,1,0
-121.65,48.92,1,0
-121.55,48.92,1,0
-121.45,48.92,1,0
-121.36,48.92,1,0
-121.26,48.92,1,0
-121.16,48.92,1,0
-121.07,48.92,1,0
-120.97,48.92,1,0
-120.87,48.92,1,0
-120.78,48.92,1,0
-120.68,48.92,1,0
-120.58,48.92,1,0
-120.49,48.92,1,0
-120.39,48.92,1,0
-120.29,48.92,1,0
-120.2,48.92,1,0
-120.1,48.92,1,0
-120.01,48.92,1,0
-119.91,48.92,1,0
-119.81,48.92,1,0
-119.72,48.92,1,0
-119.62,48.92,1,0
-119.52,48.92,1,0
-119.43,48.92,1,0
-119.33,48.92,1,0
-119.23,48.92,1,0
-119.14,48.92,1,0
-119.04,48.92,1,0
-118.94,48.92,1,0
-118.85,48.92,1,0
-118.75,48.92,1,0
-118.65,48.92,1,0
-118.56,48.92,1,0
-118.46,48.92,1,0
-118.36,48.92,1,0
-118.27,48.92,1,0
-118.17,48.92,1,0
-118.08,48.92,1,0
-117.98,48.92,1,0
-117.88,48.92,1,0
-117.79,48.92,1,0
-117.69,48.92,1,0
-117.59,48.92,1,0
-117.5,48.92,1,0
-117.4,48.92,1,0
-117.3,48.92,1,0
-117.21,48.92,1,0
-117.11,48.92,1,0
-124.73,48.83,1,0
-124.64,48.83,1,0
-124.54,48.83,1,0
-124.44,48.83,1,0
-124.35,48.83,1,0
-124.25,48.83,1,0
-124.15,48.83,1,0
-124.06,48.83,1,0
-123.96,48.83,1,0
-123.87,48.83,1,0
-123.77,48.83,1,0
-123.67,48.83,1,0
-123.58,48.83,1,0
-123.48,48.83,1,0
-123.38,48.83,1,0
-123.29,48.83,1,0
-123.19,48.83,1,0
-123.09,48.83,1,0
-123.0,48.83,1,0
-122.9,48.83,1,0
-122.8,48.83,1,0
-122.71,48.83,1,0
-122.61,48.83,1,0
-122.51,48.83,1,0
-122.42,48.83,1,0
-122.32,48.83,1,0
-122.22,48.83,1,0
-122.13,48.83,1,0
-122.03,48.83,1,0
-121.94,48.83,1,0
-121.84,48.83,1,0
-121.74,48.83,1,0
-121.65,48.83,1,0
-121.55,48.83,1,0
-121.45,48.83,1,0
-121.36,48.83,1,0
-121.26,48.83,1,0
-121.16,48.83,1,0
-121.07,48.83,1,0
-120.97,48.83,1,0
-120.87,48.83,1,0
-120.78,48.83,1,0
-120.68,48.83,1,0
-120.58,48.83,1,0
-120.49,48.83,1,0
-120.39,48.83,1,0
-120.29,48.83,1,0
-120.2,48.83,1,0
-120.1,48.83,1,0
-120.01,48.83,1,0
-119.91,48.83,1,0
-119.81,48.83,1,0
-119.72,48.83,1,0
-119.62,48.83,1,0
-119.52,48.83,1,0
-119.43,48.83,1,0
-119.33,48.83,1,0
-119.23,48.83,1,0
-119.14,48.83,1,0
-119.04,48.83,1,0
-118.94,48.83,1,0
-118.85,48.83,1,0
-118.75,48.83,1,0
-118.65,48.83,1,0
-118.56,48.83,1,0
-118.46,48.83,1,0
-118.36,48.83,1,0
-118.27,48.83,1,0
-118.17,48.83,1,0
-118.08,48.83,1,0
-117.98,48.83,1,0
-117.88,48.83,1,0
-117.79,48.83,1,0
-117.69,48.83,1,0
-117.59,48.83,1,0
-117.5,48.83,1,0
-117.4,48.83,1,0
-117.3,48.83,1,0
-117.21,48.83,1,0
-117.11,48.83,1,0
-124.73,48.75,1,0
-124.64,48.75,1,0
-124.54,48.75,1,0
-124.44,48.75,1,0
-124.35,48.75,1,0
-124.25,48.75,1,0
-124.15,48.75,1,0
-124.06,48.75,1,0
-123.96,48.75,1,0
-123.87,48.75,1,0
-123.77,48.75,1,0
-123.67,48.75,1,0
-123.58,48.75,1,0
-123.48,48.75,1,0
-123.38,48.75,1,0
-123.29,48.75,1,0
-123.19,48.75,1,0
-123.09,48.75,1,0
-123.0,48.75,1,0
-122.9,48.75,1,0
-122.8,48.75,1,0
-122.71,48.75,1,0
-122.61,48.75,1,0
-122.51,48.75,1,0
-122.42,48.75,1,0
-122.32,48.75,1,0
-122.22,48.75,1,0
-122.13,48.75,1,0
-122.03,48.75,1,0
-121.94,48.75,1,0
-121.84,48.75,1,0
-121.74,48.75,1,0
-121.65,48.75,1,0
-121.55,48.75,1,0
-121.45,48.75,1,0
-121.36,48.75,1,0
-121.26,48.75,1,0
-121.16,48.75,1,0
-121.07,48.75,1,0
-120.97,48.75,0,0
-120.87,48.75,0,0
-120.78,48.75,1,0
-120.68,48.75,1,0
-120.58,48.75,1,0
-120.49,48.75,1,0
-120.39,48.75,1,0
-120.29,48.75,1,0
-120.2,48.75,1,0
-120.1,48.75,1,0
-120.01,48.75,1,0
-119.91,48.75,1,0
-119.81,48.75,1,0
-119.72,48.75,1,0
-119.62,48.75,1,0
-119.52,48.75,1,0
-119.43,48.75,1,0
-119.33,48.75,1,0
-119.23,48.75,1,0
-119.14,48.75,1,0
-119.04,48.75,1,0
-118.94,48.75,1,0
-118.85,48.75,1,0
-118.75,48.75,1,0
-118.65,48.75,1,0
-118.56,48.75,1,0
-118.46,48.75,1,0
-118.36,48.75,1,0
-118.27,48.75,1,0
-118.17,48.75,1,0
-118.08,48.75,1,0
-117.98,48.75,1,0
-117.88,48.75,1,0
-117.79,48.75,1,0
-117.69,48.75,1,0
-117.59,48.75,1,0
-117.5,48.75,1,0
-117.4,48.75,1,0
-117.3,48.75,1,0
-117.21,48.75,1,0
-117.11,48.75,1,0
